[100, [RandomSet,1][RandomDirection,1][Random,1][RandomFixedDistance,1][LowEdgeCostRandomFixedDistance,1][MinimumConnectivity,1][MaxDistance,1], [RandomWalk,1][ConstrainedRandomWalk,1][LowEdgeCost,1][DepthFirstSearch,1][DepthFirstSearchLowCost,1][BreadthFirstSearch,1][BreadthFirstSearchLowCost,1][BacktrackPath,1][OptimalBacktrackPath,1][LeastConnectedFirst,1], {Topology,random}, {NumberOfNodes,100}, {NumberOfHideLocations,i+1}, {Rounds,1000}, {EdgeWeight,100.0}, {FixedOrUpperWeight,random}, {EdgeTraversalDecrement,0}]
hRandomDirection,Cost, 3449.5278646201796, Score, 83.21469999999984,sRandomWalk,Cost, 8861.199374763231, Score, -62.34233333333326, PathLength, 186.0,sConstrainedRandomWalk,Cost, 8660.212456010617, Score, -60.94566666666672, PathLength, 181.0,sLowEdgeCost,Cost, 7299.880443405026, Score, -62.255666666666684, PathLength, 185.0,sDepthFirstSearch,Cost, 7409.196027052185, Score, -50.845000000000006, PathLength, 151.0,sDepthFirstSearchLowCost,Cost, 5138.758262120692, Score, -51.71699999999997, PathLength, 154.0,sBreadthFirstSearch,Cost, 11056.260622783755, Score, -160.9986666666668, PathLength, 481.0,sBreadthFirstSearchLowCost,Cost, 11048.86095945643, Score, -161.58766666666637, PathLength, 483.0,sBacktrackPath,Cost, 12043.5625035116, Score, -107.73666666666662, PathLength, 322.0,sVariableBacktrackPath,Cost, 8461.70613271116, Score, -71.92533333333336, PathLength, 214.0,sLeastConnectedFirst,Cost, 5878.570870028616, Score, -41.79300000000001, PathLength, 124.0,
hRandom,Cost, 10279.916035446353, Score, 87.98936666666664,sRandomWalk,Cost, 9909.069422087314, Score, -69.58466666666662, PathLength, 207.0,sConstrainedRandomWalk,Cost, 9597.63082690396, Score, -67.364, PathLength, 201.0,sLowEdgeCost,Cost, 8055.472969719015, Score, -67.30033333333334, PathLength, 200.0,sDepthFirstSearch,Cost, 7689.232586457347, Score, -52.870999999999995, PathLength, 157.0,sDepthFirstSearchLowCost,Cost, 5304.223607613258, Score, -53.94366666666663, PathLength, 160.0,sBreadthFirstSearch,Cost, 11416.9047556704, Score, -166.2593333333334, PathLength, 497.0,sBreadthFirstSearchLowCost,Cost, 11332.828393251075, Score, -165.76866666666663, PathLength, 496.0,sBacktrackPath,Cost, 13243.23225165101, Score, -116.7203333333333, PathLength, 349.0,sVariableBacktrackPath,Cost, 9375.465532719167, Score, -78.47300000000006, PathLength, 234.0,sLeastConnectedFirst,Cost, 5845.653594603281, Score, -41.60866666666664, PathLength, 123.0,
hRandomFixedDistance,Cost, 36898.54543894674, Score, 85.26629999999993,sRandomWalk,Cost, 9158.339875966694, Score, -64.43366666666662, PathLength, 192.0,sConstrainedRandomWalk,Cost, 9158.01433323144, Score, -64.55133333333337, PathLength, 192.0,sLowEdgeCost,Cost, 7854.951992675942, Score, -65.97800000000002, PathLength, 196.0,sDepthFirstSearch,Cost, 7547.85510769521, Score, -51.73433333333334, PathLength, 154.0,sDepthFirstSearchLowCost,Cost, 5257.882623843592, Score, -53.191333333333375, PathLength, 158.0,sBreadthFirstSearch,Cost, 11243.059540051625, Score, -163.93500000000012, PathLength, 490.0,sBreadthFirstSearchLowCost,Cost, 11093.827973790134, Score, -162.21333333333334, PathLength, 485.0,sBacktrackPath,Cost, 12456.335062378745, Score, -111.02066666666657, PathLength, 332.0,sVariableBacktrackPath,Cost, 8747.06040999878, Score, -73.88733333333327, PathLength, 220.0,sLeastConnectedFirst,Cost, 5865.91982234475, Score, -41.71799999999998, PathLength, 124.0,
hLowEdgeCostRandomFixedDistance,Cost, 15408.931557960625, Score, 86.98100000000015,sRandomWalk,Cost, 9562.933064588005, Score, -67.24066666666673, PathLength, 200.0,sConstrainedRandomWalk,Cost, 9458.601156225734, Score, -66.55633333333333, PathLength, 198.0,sLowEdgeCost,Cost, 8064.250360062021, Score, -67.43266666666668, PathLength, 201.0,sDepthFirstSearch,Cost, 7643.441022668537, Score, -52.448000000000036, PathLength, 156.0,sDepthFirstSearchLowCost,Cost, 5314.993960244499, Score, -53.95066666666671, PathLength, 160.0,sBreadthFirstSearch,Cost, 11369.527509503201, Score, -165.49966666666677, PathLength, 495.0,sBreadthFirstSearchLowCost,Cost, 11300.245319367328, Score, -165.5333333333335, PathLength, 495.0,sBacktrackPath,Cost, 12838.153387254715, Score, -113.82166666666676, PathLength, 340.0,sVariableBacktrackPath,Cost, 8947.917452892236, Score, -75.31499999999998, PathLength, 224.0,sLeastConnectedFirst,Cost, 5915.5065879471285, Score, -42.01199999999999, PathLength, 125.0,
hMinimumConnectivity,Cost, 2096248.3876405433, Score, 99.68446666666681,sRandomWalk,Cost, 11650.973928626274, Score, -81.68666666666677, PathLength, 244.0,sConstrainedRandomWalk,Cost, 11650.424862511463, Score, -81.665, PathLength, 243.0,sLowEdgeCost,Cost, 11020.528295178552, Score, -87.84033333333329, PathLength, 262.0,sDepthFirstSearch,Cost, 8165.640632777683, Score, -56.22299999999997, PathLength, 167.0,sDepthFirstSearchLowCost,Cost, 5441.6742577958585, Score, -55.62033333333332, PathLength, 165.0,sBreadthFirstSearch,Cost, 12163.245231909612, Score, -177.06700000000018, PathLength, 530.0,sBreadthFirstSearchLowCost,Cost, 12310.039935755343, Score, -180.0833333333332, PathLength, 539.0,sBacktrackPath,Cost, 16478.405179970265, Score, -141.37233333333336, PathLength, 423.0,sVariableBacktrackPath,Cost, 11906.602302458161, Score, -96.15966666666672, PathLength, 287.0,sLeastConnectedFirst,Cost, 5488.703500402328, Score, -39.126999999999924, PathLength, 116.0,
hMaxDistance,Cost, 626651.6618075459, Score, 83.5739,sRandomWalk,Cost, 8747.463798611403, Score, -61.65133333333341, PathLength, 183.0,sConstrainedRandomWalk,Cost, 9020.192380231812, Score, -63.38433333333336, PathLength, 189.0,sLowEdgeCost,Cost, 7433.6033619415175, Score, -63.07766666666662, PathLength, 188.0,sDepthFirstSearch,Cost, 7529.473730807934, Score, -51.71566666666672, PathLength, 154.0,sDepthFirstSearchLowCost,Cost, 5247.9660698775615, Score, -53.07666666666672, PathLength, 158.0,sBreadthFirstSearch,Cost, 11021.203746870084, Score, -160.3333333333333, PathLength, 480.0,sBreadthFirstSearchLowCost,Cost, 10958.459942808893, Score, -160.32900000000012, PathLength, 479.0,sBacktrackPath,Cost, 12152.385260910585, Score, -108.39133333333336, PathLength, 324.0,sVariableBacktrackPath,Cost, 8442.818674811459, Score, -71.95233333333334, PathLength, 214.0,sLeastConnectedFirst,Cost, 5880.267421487134, Score, -41.827333333333364, PathLength, 124.0,
hRandomSet,Cost, 4273.708720022544, Score, 127.4925333333333,sRandomWalk,Cost, 11519.576803869364, Score, -76.98966666666672, PathLength, 229.0,sConstrainedRandomWalk,Cost, 11421.693115337597, Score, -76.25333333333337, PathLength, 227.0,sLowEdgeCost,Cost, 7863.9514062762755, Score, -62.61400000000001, PathLength, 186.0,sDepthFirstSearch,Cost, 8007.1039795998295, Score, -53.96866666666665, PathLength, 160.0,sDepthFirstSearchLowCost,Cost, 6171.006175444589, Score, -55.115999999999985, PathLength, 164.0,sBreadthFirstSearch,Cost, 12565.270542415372, Score, -245.5650000000004, PathLength, 735.0,sBreadthFirstSearchLowCost,Cost, 12538.268260134551, Score, -240.2506666666668, PathLength, 719.0,sBacktrackPath,Cost, 40936.51425866606, Score, -328.91533333333314, PathLength, 985.0,sVariableBacktrackPath,Cost, 12559.535635568684, Score, -96.28633333333346, PathLength, 287.0,sLeastConnectedFirst,Cost, 5907.122128625289, Score, -38.96633333333332, PathLength, 115.0,
hRandomDirection,Cost, 3685.504784034075, Score, 108.52256666666659,sRandomWalk,Cost, 9727.373996199361, Score, -65.13700000000009, PathLength, 194.0,sConstrainedRandomWalk,Cost, 9384.269765625353, Score, -62.745666666666715, PathLength, 187.0,sLowEdgeCost,Cost, 7213.116825522495, Score, -58.42033333333331, PathLength, 174.0,sDepthFirstSearch,Cost, 7741.589187470585, Score, -52.03133333333337, PathLength, 155.0,sDepthFirstSearchLowCost,Cost, 5978.624830158686, Score, -53.050000000000026, PathLength, 158.0,sBreadthFirstSearch,Cost, 11291.459329353083, Score, -220.60933333333355, PathLength, 660.0,sBreadthFirstSearchLowCost,Cost, 11164.690003599042, Score, -214.68999999999994, PathLength, 643.0,sBacktrackPath,Cost, 27634.074358057762, Score, -234.56499999999983, PathLength, 702.0,sVariableBacktrackPath,Cost, 10800.511001494375, Score, -84.39466666666678, PathLength, 252.0,sLeastConnectedFirst,Cost, 5980.509652458604, Score, -39.58233333333339, PathLength, 117.0,
hRandom,Cost, 11154.38840696787, Score, 119.60309999999998,sRandomWalk,Cost, 10616.505714267614, Score, -70.87266666666663, PathLength, 211.0,sConstrainedRandomWalk,Cost, 10545.384715953096, Score, -70.57499999999996, PathLength, 210.0,sLowEdgeCost,Cost, 7797.539105809907, Score, -62.28866666666663, PathLength, 185.0,sDepthFirstSearch,Cost, 7914.118648290461, Score, -53.27733333333329, PathLength, 158.0,sDepthFirstSearchLowCost,Cost, 6119.497599170755, Score, -54.46200000000012, PathLength, 162.0,sBreadthFirstSearch,Cost, 12138.047198228436, Score, -236.6696666666669, PathLength, 709.0,sBreadthFirstSearchLowCost,Cost, 12028.396558886972, Score, -230.85000000000008, PathLength, 691.0,sBacktrackPath,Cost, 34880.637672754405, Score, -286.3296666666661, PathLength, 857.0,sVariableBacktrackPath,Cost, 11868.08982012617, Score, -91.36966666666666, PathLength, 273.0,sLeastConnectedFirst,Cost, 5952.968155873685, Score, -39.33633333333329, PathLength, 117.0,
hRandomFixedDistance,Cost, 18107.718165252616, Score, 118.76399999999998,sRandomWalk,Cost, 10567.138603716425, Score, -70.65233333333337, PathLength, 210.0,sConstrainedRandomWalk,Cost, 10944.94718998814, Score, -73.12900000000002, PathLength, 218.0,sLowEdgeCost,Cost, 7683.72621678675, Score, -61.45233333333338, PathLength, 183.0,sDepthFirstSearch,Cost, 7930.357176197145, Score, -53.311999999999934, PathLength, 158.0,sDepthFirstSearchLowCost,Cost, 6087.073204714986, Score, -54.24100000000006, PathLength, 161.0,sBreadthFirstSearch,Cost, 11882.174029979726, Score, -232.16100000000023, PathLength, 695.0,sBreadthFirstSearchLowCost,Cost, 11900.800605987799, Score, -228.56699999999998, PathLength, 684.0,sBacktrackPath,Cost, 34996.17576366859, Score, -286.865, PathLength, 859.0,sVariableBacktrackPath,Cost, 11350.392953042603, Score, -87.88766666666673, PathLength, 262.0,sLeastConnectedFirst,Cost, 5955.536624704338, Score, -39.37266666666672, PathLength, 117.0,
hLowEdgeCostRandomFixedDistance,Cost, 10877.436455640976, Score, 118.5487666666666,sRandomWalk,Cost, 10308.297113175915, Score, -68.8976666666667, PathLength, 205.0,sConstrainedRandomWalk,Cost, 10578.0106280033, Score, -70.7813333333333, PathLength, 211.0,sLowEdgeCost,Cost, 7663.427666440513, Score, -61.40999999999996, PathLength, 183.0,sDepthFirstSearch,Cost, 7940.032760563018, Score, -53.478333333333296, PathLength, 159.0,sDepthFirstSearchLowCost,Cost, 6123.797199656441, Score, -54.47833333333335, PathLength, 162.0,sBreadthFirstSearch,Cost, 12069.062486421584, Score, -235.9546666666668, PathLength, 706.0,sBreadthFirstSearchLowCost,Cost, 12002.691900121248, Score, -229.99800000000008, PathLength, 688.0,sBacktrackPath,Cost, 33884.06682726667, Score, -279.6530000000002, PathLength, 837.0,sVariableBacktrackPath,Cost, 11849.217367945252, Score, -91.41833333333334, PathLength, 273.0,sLeastConnectedFirst,Cost, 5965.764947797065, Score, -39.418, PathLength, 117.0,
hMinimumConnectivity,Cost, 2295242.5963150365, Score, 135.65639999999993,sRandomWalk,Cost, 12265.28291926105, Score, -81.94033333333333, PathLength, 244.0,sConstrainedRandomWalk,Cost, 12215.570516964364, Score, -81.74666666666664, PathLength, 244.0,sLowEdgeCost,Cost, 8899.117175930856, Score, -69.37433333333337, PathLength, 207.0,sDepthFirstSearch,Cost, 8164.008230657926, Score, -55.08033333333335, PathLength, 164.0,sDepthFirstSearchLowCost,Cost, 6343.5174661400915, Score, -57.069000000000095, PathLength, 170.0,sBreadthFirstSearch,Cost, 13410.725559615896, Score, -261.40400000000045, PathLength, 783.0,sBreadthFirstSearchLowCost,Cost, 13296.342178191811, Score, -254.6829999999998, PathLength, 763.0,sBacktrackPath,Cost, 44610.61999229672, Score, -355.1759999999994, PathLength, 1064.0,sVariableBacktrackPath,Cost, 13740.49691773791, Score, -104.09333333333333, PathLength, 311.0,sLeastConnectedFirst,Cost, 5454.330255715267, Score, -35.99699999999999, PathLength, 106.0,
hMaxDistance,Cost, 686864.9190896413, Score, 107.14886666666666,sRandomWalk,Cost, 9703.721375784318, Score, -64.84233333333337, PathLength, 193.0,sConstrainedRandomWalk,Cost, 9466.269904601286, Score, -63.30833333333336, PathLength, 188.0,sLowEdgeCost,Cost, 7431.661182708904, Score, -59.91033333333328, PathLength, 178.0,sDepthFirstSearch,Cost, 7853.780182799439, Score, -52.831000000000024, PathLength, 157.0,sDepthFirstSearchLowCost,Cost, 6038.071804300852, Score, -53.60366666666667, PathLength, 159.0,sBreadthFirstSearch,Cost, 11185.942376214714, Score, -218.36666666666673, PathLength, 654.0,sBreadthFirstSearchLowCost,Cost, 11066.425878974573, Score, -212.12433333333345, PathLength, 635.0,sBacktrackPath,Cost, 25740.5466033113, Score, -220.88533333333314, PathLength, 661.0,sVariableBacktrackPath,Cost, 11049.288670267602, Score, -85.85500000000008, PathLength, 256.0,sLeastConnectedFirst,Cost, 6019.208376588323, Score, -39.76166666666665, PathLength, 118.0,
hRandomSet,Cost, 4568.30622355483, Score, 106.32180000000002,sRandomWalk,Cost, 13866.846858617042, Score, -88.88833333333334, PathLength, 265.0,sConstrainedRandomWalk,Cost, 13695.937364983924, Score, -87.70833333333337, PathLength, 262.0,sLowEdgeCost,Cost, 10933.000883655475, Score, -81.42799999999988, PathLength, 243.0,sDepthFirstSearch,Cost, 8309.921014123383, Score, -56.93633333333334, PathLength, 169.0,sDepthFirstSearchLowCost,Cost, 5849.4727847552995, Score, -53.60933333333332, PathLength, 159.0,sBreadthFirstSearch,Cost, 14228.873399670505, Score, -192.4876666666667, PathLength, 576.0,sBreadthFirstSearchLowCost,Cost, 14081.54696642458, Score, -191.55966666666637, PathLength, 573.0,sBacktrackPath,Cost, 22621.032719477033, Score, -176.45233333333317, PathLength, 528.0,sVariableBacktrackPath,Cost, 12440.181441757371, Score, -93.67099999999981, PathLength, 280.0,sLeastConnectedFirst,Cost, 6175.068716395414, Score, -40.477000000000054, PathLength, 120.0,
hRandomDirection,Cost, 3957.586702194496, Score, 93.27503333333324,sRandomWalk,Cost, 10805.804042297617, Score, -69.28133333333322, PathLength, 206.0,sConstrainedRandomWalk,Cost, 10645.895864118174, Score, -68.22099999999992, PathLength, 203.0,sLowEdgeCost,Cost, 8723.712776694363, Score, -67.49133333333336, PathLength, 201.0,sDepthFirstSearch,Cost, 7404.883592385021, Score, -50.28066666666659, PathLength, 149.0,sDepthFirstSearchLowCost,Cost, 5607.616001457003, Score, -51.41199999999998, PathLength, 153.0,sBreadthFirstSearch,Cost, 12926.44879410127, Score, -174.59666666666658, PathLength, 522.0,sBreadthFirstSearchLowCost,Cost, 12683.852372753889, Score, -172.01566666666685, PathLength, 515.0,sBacktrackPath,Cost, 19657.629499034687, Score, -156.26066666666682, PathLength, 467.0,sVariableBacktrackPath,Cost, 10693.029552041655, Score, -82.3186666666667, PathLength, 245.0,sLeastConnectedFirst,Cost, 6225.178254934249, Score, -40.8723333333333, PathLength, 121.0,
hRandom,Cost, 12226.0459539168, Score, 100.1352333333333,sRandomWalk,Cost, 12437.363142256272, Score, -79.80799999999995, PathLength, 238.0,sConstrainedRandomWalk,Cost, 12396.15022730517, Score, -79.33533333333332, PathLength, 237.0,sLowEdgeCost,Cost, 9741.582974731298, Score, -73.76866666666675, PathLength, 220.0,sDepthFirstSearch,Cost, 7901.430620962136, Score, -53.77766666666661, PathLength, 160.0,sDepthFirstSearchLowCost,Cost, 5743.763920667242, Score, -52.61600000000004, PathLength, 156.0,sBreadthFirstSearch,Cost, 13663.203689769853, Score, -184.66633333333354, PathLength, 552.0,sBreadthFirstSearchLowCost,Cost, 13499.442072274123, Score, -183.2566666666667, PathLength, 548.0,sBacktrackPath,Cost, 20965.832442272356, Score, -165.049, PathLength, 494.0,sVariableBacktrackPath,Cost, 11694.031245664197, Score, -88.74866666666657, PathLength, 265.0,sLeastConnectedFirst,Cost, 6144.758453405028, Score, -40.32599999999994, PathLength, 119.0,
hRandomFixedDistance,Cost, 19873.150611880235, Score, 99.1624000000001,sRandomWalk,Cost, 11986.94835683439, Score, -76.69666666666666, PathLength, 229.0,sConstrainedRandomWalk,Cost, 12210.017194562448, Score, -78.13366666666667, PathLength, 233.0,sLowEdgeCost,Cost, 9609.092333287206, Score, -73.10200000000003, PathLength, 218.0,sDepthFirstSearch,Cost, 7810.102979373743, Score, -53.19699999999993, PathLength, 158.0,sDepthFirstSearchLowCost,Cost, 5742.30910510406, Score, -52.54999999999995, PathLength, 156.0,sBreadthFirstSearch,Cost, 13568.695303270248, Score, -183.37100000000007, PathLength, 549.0,sBreadthFirstSearchLowCost,Cost, 13260.162720521843, Score, -180.25099999999992, PathLength, 539.0,sBacktrackPath,Cost, 21200.87186135314, Score, -166.28633333333337, PathLength, 497.0,sVariableBacktrackPath,Cost, 11529.660146947188, Score, -87.67966666666675, PathLength, 262.0,sLeastConnectedFirst,Cost, 6145.523072869882, Score, -40.35666666666666, PathLength, 120.0,
hLowEdgeCostRandomFixedDistance,Cost, 49528.6983789183, Score, 94.6242999999999,sRandomWalk,Cost, 11284.03903334387, Score, -72.37266666666665, PathLength, 216.0,sConstrainedRandomWalk,Cost, 11619.718576926813, Score, -74.48066666666665, PathLength, 222.0,sLowEdgeCost,Cost, 9033.537808226405, Score, -69.43800000000005, PathLength, 207.0,sDepthFirstSearch,Cost, 7588.826746278179, Score, -51.480999999999966, PathLength, 153.0,sDepthFirstSearchLowCost,Cost, 5655.885748036684, Score, -51.66566666666666, PathLength, 153.0,sBreadthFirstSearch,Cost, 13210.148533062555, Score, -178.29, PathLength, 533.0,sBreadthFirstSearchLowCost,Cost, 12852.068365080393, Score, -174.42933333333323, PathLength, 522.0,sBacktrackPath,Cost, 18926.327965468015, Score, -151.35033333333337, PathLength, 453.0,sVariableBacktrackPath,Cost, 10668.500766289199, Score, -82.0843333333334, PathLength, 245.0,sLeastConnectedFirst,Cost, 6193.121839289048, Score, -40.650999999999996, PathLength, 120.0,
hMinimumConnectivity,Cost, 2311149.0934144896, Score, 113.7317666666667,sRandomWalk,Cost, 15241.366008933677, Score, -97.53533333333338, PathLength, 291.0,sConstrainedRandomWalk,Cost, 14985.40636266583, Score, -95.87866666666676, PathLength, 286.0,sLowEdgeCost,Cost, 12232.196325839175, Score, -89.80733333333326, PathLength, 268.0,sDepthFirstSearch,Cost, 8617.496102874606, Score, -59.20466666666662, PathLength, 176.0,sDepthFirstSearchLowCost,Cost, 5956.074394465728, Score, -54.9106666666667, PathLength, 163.0,sBreadthFirstSearch,Cost, 14759.765421135065, Score, -199.8633333333336, PathLength, 598.0,sBreadthFirstSearchLowCost,Cost, 14649.674958964079, Score, -199.63299999999995, PathLength, 597.0,sBacktrackPath,Cost, 26289.513723587424, Score, -200.76200000000009, PathLength, 601.0,sVariableBacktrackPath,Cost, 13562.330038214688, Score, -100.81833333333338, PathLength, 301.0,sLeastConnectedFirst,Cost, 5905.87446376166, Score, -38.90433333333334, PathLength, 115.0,
hMaxDistance,Cost, 754604.211843896, Score, 93.53956666666663,sRandomWalk,Cost, 10878.794298154724, Score, -69.71300000000006, PathLength, 208.0,sConstrainedRandomWalk,Cost, 11071.362551809909, Score, -70.92266666666669, PathLength, 211.0,sLowEdgeCost,Cost, 8619.402972631047, Score, -66.9246666666666, PathLength, 199.0,sDepthFirstSearch,Cost, 7458.650587556107, Score, -50.602, PathLength, 150.0,sDepthFirstSearchLowCost,Cost, 5618.397403556, Score, -51.61366666666667, PathLength, 153.0,sBreadthFirstSearch,Cost, 12957.670489054528, Score, -174.831, PathLength, 523.0,sBreadthFirstSearchLowCost,Cost, 12760.466610994026, Score, -173.27099999999993, PathLength, 518.0,sBacktrackPath,Cost, 19101.52254542967, Score, -152.35066666666663, PathLength, 456.0,sVariableBacktrackPath,Cost, 11026.71581441983, Score, -84.3456666666667, PathLength, 252.0,sLeastConnectedFirst,Cost, 6216.951464889168, Score, -40.8213333333334, PathLength, 121.0,
hRandomSet,Cost, 4611.302742474326, Score, 99.08256666666682,sRandomWalk,Cost, 12440.775327764612, Score, -81.85499999999998, PathLength, 244.0,sConstrainedRandomWalk,Cost, 12224.235460819067, Score, -80.61466666666666, PathLength, 240.0,sLowEdgeCost,Cost, 7774.140172651278, Score, -62.927333333333365, PathLength, 187.0,sDepthFirstSearch,Cost, 8729.816775015228, Score, -57.24099999999996, PathLength, 170.0,sDepthFirstSearchLowCost,Cost, 5240.447085491033, Score, -53.47800000000011, PathLength, 159.0,sBreadthFirstSearch,Cost, 13616.04855226002, Score, -188.94266666666672, PathLength, 565.0,sBreadthFirstSearchLowCost,Cost, 13531.276490879407, Score, -192.14099999999974, PathLength, 575.0,sBacktrackPath,Cost, 16272.530139622533, Score, -133.46066666666675, PathLength, 399.0,sVariableBacktrackPath,Cost, 12855.904803055388, Score, -98.08599999999998, PathLength, 293.0,sLeastConnectedFirst,Cost, 6057.58590530031, Score, -42.07933333333327, PathLength, 125.0,
hRandomDirection,Cost, 3903.523646415373, Score, 89.30743333333325,sRandomWalk,Cost, 9909.771479755638, Score, -65.69333333333329, PathLength, 196.0,sConstrainedRandomWalk,Cost, 9791.646180755732, Score, -64.82099999999997, PathLength, 193.0,sLowEdgeCost,Cost, 6123.649599412678, Score, -52.59233333333339, PathLength, 156.0,sDepthFirstSearch,Cost, 8304.812812574159, Score, -54.47099999999998, PathLength, 162.0,sDepthFirstSearchLowCost,Cost, 4836.56899806009, Score, -48.615000000000045, PathLength, 144.0,sBreadthFirstSearch,Cost, 12508.076839331869, Score, -173.04233333333335, PathLength, 518.0,sBreadthFirstSearchLowCost,Cost, 12287.248476456492, Score, -173.79899999999986, PathLength, 520.0,sBacktrackPath,Cost, 15073.841134758202, Score, -125.24466666666676, PathLength, 374.0,sVariableBacktrackPath,Cost, 11905.820981529769, Score, -91.86533333333341, PathLength, 274.0,sLeastConnectedFirst,Cost, 6199.453728832864, Score, -42.930333333333316, PathLength, 127.0,
hRandom,Cost, 12259.024332647166, Score, 94.58453333333318,sRandomWalk,Cost, 11265.922328101084, Score, -74.38966666666664, PathLength, 222.0,sConstrainedRandomWalk,Cost, 11196.67239540914, Score, -73.91166666666675, PathLength, 220.0,sLowEdgeCost,Cost, 6951.402046784045, Score, -57.6943333333333, PathLength, 172.0,sDepthFirstSearch,Cost, 8591.666268926205, Score, -56.33266666666669, PathLength, 167.0,sDepthFirstSearchLowCost,Cost, 5025.477280860728, Score, -50.886000000000074, PathLength, 151.0,sBreadthFirstSearch,Cost, 13058.51683837508, Score, -180.93733333333373, PathLength, 541.0,sBreadthFirstSearchLowCost,Cost, 12988.703384227023, Score, -184.4019999999996, PathLength, 552.0,sBacktrackPath,Cost, 15924.446816693404, Score, -131.31966666666668, PathLength, 392.0,sVariableBacktrackPath,Cost, 12213.090384008785, Score, -93.65566666666652, PathLength, 279.0,sLeastConnectedFirst,Cost, 6111.070864177259, Score, -42.31633333333338, PathLength, 125.0,
hRandomFixedDistance,Cost, 74325.71225684049, Score, 91.14879999999992,sRandomWalk,Cost, 10556.510483859078, Score, -69.87333333333325, PathLength, 208.0,sConstrainedRandomWalk,Cost, 10206.289545328502, Score, -67.48100000000004, PathLength, 201.0,sLowEdgeCost,Cost, 6450.398848539082, Score, -54.63999999999999, PathLength, 162.0,sDepthFirstSearch,Cost, 8491.159900798937, Score, -55.61399999999989, PathLength, 165.0,sDepthFirstSearchLowCost,Cost, 4903.517725519921, Score, -49.27333333333336, PathLength, 146.0,sBreadthFirstSearch,Cost, 12704.909466766427, Score, -176.0179999999999, PathLength, 527.0,sBreadthFirstSearchLowCost,Cost, 12486.501515955582, Score, -176.88000000000008, PathLength, 529.0,sBacktrackPath,Cost, 15521.577572353755, Score, -128.45133333333325, PathLength, 384.0,sVariableBacktrackPath,Cost, 11729.374517113994, Score, -90.53566666666673, PathLength, 270.0,sLeastConnectedFirst,Cost, 6141.8263010231685, Score, -42.72133333333337, PathLength, 127.0,
hLowEdgeCostRandomFixedDistance,Cost, 50026.71245485368, Score, 90.71346666666659,sRandomWalk,Cost, 10317.332910108755, Score, -68.20500000000008, PathLength, 203.0,sConstrainedRandomWalk,Cost, 10420.989266177627, Score, -69.03200000000001, PathLength, 206.0,sLowEdgeCost,Cost, 6622.391533561516, Score, -55.66900000000004, PathLength, 166.0,sDepthFirstSearch,Cost, 8497.638545560256, Score, -55.764666666666685, PathLength, 166.0,sDepthFirstSearchLowCost,Cost, 4950.587431213863, Score, -49.83133333333334, PathLength, 148.0,sBreadthFirstSearch,Cost, 12651.953513533957, Score, -175.25800000000004, PathLength, 524.0,sBreadthFirstSearchLowCost,Cost, 12481.568388890222, Score, -176.76766666666649, PathLength, 529.0,sBacktrackPath,Cost, 14870.725540876818, Score, -123.81733333333318, PathLength, 370.0,sVariableBacktrackPath,Cost, 11670.731310574649, Score, -90.2156666666667, PathLength, 269.0,sLeastConnectedFirst,Cost, 6158.652891233613, Score, -42.573999999999984, PathLength, 126.0,
hMinimumConnectivity,Cost, 2329589.6125465976, Score, 104.5412000000001,sRandomWalk,Cost, 13565.41539968693, Score, -89.26000000000006, PathLength, 266.0,sConstrainedRandomWalk,Cost, 13390.077394879727, Score, -88.23233333333329, PathLength, 263.0,sLowEdgeCost,Cost, 8374.169953352142, Score, -66.74233333333333, PathLength, 199.0,sDepthFirstSearch,Cost, 8878.123302923988, Score, -58.13466666666651, PathLength, 173.0,sDepthFirstSearchLowCost,Cost, 5452.246167099917, Score, -56.077333333333335, PathLength, 167.0,sBreadthFirstSearch,Cost, 14114.91185444943, Score, -196.17799999999997, PathLength, 587.0,sBreadthFirstSearchLowCost,Cost, 13912.991424695421, Score, -197.49566666666672, PathLength, 591.0,sBacktrackPath,Cost, 18412.806805443735, Score, -148.48666666666665, PathLength, 444.0,sVariableBacktrackPath,Cost, 14117.236134370081, Score, -106.10166666666669, PathLength, 317.0,sLeastConnectedFirst,Cost, 5529.0289051224745, Score, -38.70333333333335, PathLength, 115.0,
hMaxDistance,Cost, 764630.6467590125, Score, 90.05713333333337,sRandomWalk,Cost, 10076.013870161725, Score, -66.75233333333334, PathLength, 199.0,sConstrainedRandomWalk,Cost, 9945.815907149961, Score, -65.9626666666667, PathLength, 196.0,sLowEdgeCost,Cost, 6255.659553385703, Score, -53.41299999999998, PathLength, 159.0,sDepthFirstSearch,Cost, 8439.503802463132, Score, -55.33266666666666, PathLength, 164.0,sDepthFirstSearchLowCost,Cost, 4863.772898290124, Score, -48.82799999999996, PathLength, 145.0,sBreadthFirstSearch,Cost, 12497.202512224469, Score, -173.36266666666654, PathLength, 519.0,sBreadthFirstSearchLowCost,Cost, 12386.205565022854, Score, -175.3976666666666, PathLength, 525.0,sBacktrackPath,Cost, 15463.222662323302, Score, -127.80199999999994, PathLength, 382.0,sVariableBacktrackPath,Cost, 11809.22686546016, Score, -91.23066666666665, PathLength, 272.0,sLeastConnectedFirst,Cost, 6121.1966641051395, Score, -42.48966666666665, PathLength, 126.0,
